insiderthreat,vector,date,user,source,action
1,0,1295481600,FSC0601,PC-9066,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1295481600,FSC0601,PC-9066,http://lockheedmartin.com/WboUhagvat1636367808.htm
1,0,1295568000,FSC0601,PC-9066,http://monster.com/WboUhagvat1180707852.html
1,0,1295568000,FSC0601,PC-9066,http://linkedin.com/WboUhagvat1479839504.aspx
1,0,1295568000,FSC0601,PC-9066,http://indeed.com/WboUhagvat1680703797.html
1,0,1295568000,FSC0601,PC-9066,http://craigslist.org/WboUhagvat1105403916.aspx
1,0,1295568000,FSC0601,PC-9066,http://linkedin.com/WboUhagvat1479839504.aspx
1,0,1295568000,FSC0601,PC-9066,http://harris.com/WboUhagvat1919385663.htm
1,0,1295568000,FSC0601,PC-9066,http://job-hunt.org/WboUhagvat919122234.html
1,0,1295568000,FSC0601,PC-9066,http://jobhuntersbible.com/WboUhagvat1258877042.aspx
1,0,1295568000,FSC0601,PC-9066,http://indeed.com/WboUhagvat1680703797.html
1,0,1295827200,FSC0601,PC-9066,http://hp.com/WboUhagvat1944152218.jsp
1,0,1295827200,FSC0601,PC-9066,http://lockheedmartin.com/WboUhagvat1636367808.htm
1,0,1295827200,FSC0601,PC-9066,http://careerbuilder.com/WboUhagvat660170997.htm
1,0,1295827200,FSC0601,PC-9066,http://job-hunt.org/WboUhagvat919122234.html
1,0,1295913600,FSC0601,PC-9066,http://simplyhired.com/WboUhagvat57469130.jsp
1,0,1295913600,FSC0601,PC-9066,http://hp.com/WboUhagvat1944152218.jsp
1,0,1295913600,FSC0601,PC-9066,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1296000000,FSC0601,PC-9066,http://linkedin.com/WboUhagvat1479839504.aspx
1,0,1296000000,FSC0601,PC-9066,http://hp.com/WboUhagvat1944152218.jsp
1,0,1296000000,FSC0601,PC-9066,http://monster.com/WboUhagvat1180707852.html
1,0,1296000000,FSC0601,PC-9066,http://northropgrumman.com/WboUhagvat572113271.aspx
1,0,1296000000,FSC0601,PC-9066,http://hp.com/WboUhagvat1944152218.jsp
1,0,1296000000,FSC0601,PC-9066,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1296000000,FSC0601,PC-9066,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1296000000,FSC0601,PC-9066,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1296086400,FSC0601,PC-9066,http://hp.com/WboUhagvat1944152218.jsp
1,0,1296086400,FSC0601,PC-9066,http://monster.com/WboUhagvat1180707852.html
1,0,1296086400,FSC0601,PC-9066,http://lockheedmartin.com/WboUhagvat1636367808.htm
1,0,1296086400,FSC0601,PC-9066,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1296086400,FSC0601,PC-9066,http://yahoo.com/hotjobs/WboUhagvat752138490.php
1,0,1296086400,FSC0601,PC-9066,http://indeed.com/WboUhagvat1680703797.html
1,0,1296086400,FSC0601,PC-9066,http://lockheedmartin.com/WboUhagvat1636367808.htm
1,0,1296086400,FSC0601,PC-9066,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1296086400,FSC0601,PC-9066,http://hp.com/WboUhagvat1944152218.jsp
1,0,1296086400,FSC0601,PC-9066,http://simplyhired.com/WboUhagvat57469130.jsp
1,0,1296172800,FSC0601,PC-9066,http://lockheedmartin.com/WboUhagvat1636367808.htm
1,1,1296172800,FSC0601,PC-9066,ALM5@raytheon.com
1,0,1296432000,FSC0601,PC-9066,http://simplyhired.com/WboUhagvat57469130.jsp
1,0,1296432000,FSC0601,PC-9066,http://indeed.com/WboUhagvat1680703797.html
1,0,1296432000,FSC0601,PC-9066,http://harris.com/WboUhagvat1919385663.htm
1,0,1296432000,FSC0601,PC-9066,http://linkedin.com/WboUhagvat1479839504.aspx
1,0,1296432000,FSC0601,PC-9066,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1296432000,FSC0601,PC-9066,http://boeing.com/WboUhagvat1904327536.htm
1,0,1296432000,FSC0601,PC-9066,http://hp.com/WboUhagvat1944152218.jsp
1,1,1296432000,FSC0601,PC-9066,ALM5@raytheon.com
1,0,1296432000,FSC0601,PC-9066,http://simplyhired.com/WboUhagvat57469130.jsp
1,0,1296432000,FSC0601,PC-9066,http://hp.com/WboUhagvat1944152218.jsp
1,0,1296518400,FSC0601,PC-9066,http://simplyhired.com/WboUhagvat57469130.jsp
1,0,1296604800,FSC0601,PC-9066,http://northropgrumman.com/WboUhagvat572113271.aspx
1,0,1296604800,FSC0601,PC-9066,http://job-hunt.org/WboUhagvat919122234.html
1,0,1296604800,FSC0601,PC-9066,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1296604800,FSC0601,PC-9066,http://yahoo.com/hotjobs/WboUhagvat752138490.php
1,0,1296604800,FSC0601,PC-9066,http://northropgrumman.com/WboUhagvat572113271.aspx
1,0,1296604800,FSC0601,PC-9066,http://craigslist.org/WboUhagvat1105403916.aspx
1,1,1296604800,FSC0601,PC-9066,ALM5@raytheon.com
1,0,1296604800,FSC0601,PC-9066,http://harris.com/WboUhagvat1919385663.htm
1,0,1296604800,FSC0601,PC-9066,http://simplyhired.com/WboUhagvat57469130.jsp
1,1,1296604800,FSC0601,PC-9066,ALM5@raytheon.com
1,0,1296604800,FSC0601,PC-9066,http://jobhuntersbible.com/WboUhagvat1258877042.aspx
1,0,1296691200,FSC0601,PC-9066,http://hp.com/WboUhagvat1944152218.jsp
1,0,1296691200,FSC0601,PC-9066,http://jobhuntersbible.com/WboUhagvat1258877042.aspx
1,1,1296691200,FSC0601,PC-9066,ALM5@raytheon.com
1,1,1296691200,FSC0601,PC-9066,ALM5@raytheon.com
1,0,1296691200,FSC0601,PC-9066,http://monster.com/WboUhagvat1180707852.html
1,0,1296691200,FSC0601,PC-9066,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1296691200,FSC0601,PC-9066,http://lockheedmartin.com/WboUhagvat1636367808.htm
1,0,1296691200,FSC0601,PC-9066,http://linkedin.com/WboUhagvat1479839504.aspx
1,1,1296691200,FSC0601,PC-9066,ALM5@raytheon.com
1,0,1296691200,FSC0601,PC-9066,http://simplyhired.com/WboUhagvat57469130.jsp
1,0,1296691200,FSC0601,PC-9066,http://boeing.com/WboUhagvat1904327536.htm
1,0,1296691200,FSC0601,PC-9066,http://harris.com/WboUhagvat1919385663.htm
1,0,1296691200,FSC0601,PC-9066,http://yahoo.com/hotjobs/WboUhagvat752138490.php
1,0,1296777600,FSC0601,PC-9066,http://craigslist.org/WboUhagvat1105403916.aspx
1,0,1296777600,FSC0601,PC-9066,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1296777600,FSC0601,PC-9066,http://hp.com/WboUhagvat1944152218.jsp
1,0,1296777600,FSC0601,PC-9066,http://simplyhired.com/WboUhagvat57469130.jsp
1,0,1296777600,FSC0601,PC-9066,http://jobhuntersbible.com/WboUhagvat1258877042.aspx
1,0,1296777600,FSC0601,PC-9066,http://monster.com/WboUhagvat1180707852.html
1,0,1296777600,FSC0601,PC-9066,http://careerbuilder.com/WboUhagvat660170997.htm
1,0,1296777600,FSC0601,PC-9066,http://linkedin.com/WboUhagvat1479839504.aspx
1,0,1297036800,FSC0601,PC-9066,http://hp.com/WboUhagvat1944152218.jsp
1,0,1297036800,FSC0601,PC-9066,http://indeed.com/WboUhagvat1680703797.html
1,0,1297036800,FSC0601,PC-9066,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,1,1297036800,FSC0601,PC-9066,ALM5@raytheon.com
1,0,1297036800,FSC0601,PC-9066,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1297036800,FSC0601,PC-9066,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1297036800,FSC0601,PC-9066,http://lockheedmartin.com/WboUhagvat1636367808.htm
1,0,1297036800,FSC0601,PC-9066,http://jobhuntersbible.com/WboUhagvat1258877042.aspx
1,0,1297036800,FSC0601,PC-9066,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1297123200,FSC0601,PC-9066,http://boeing.com/WboUhagvat1904327536.htm
1,0,1297123200,FSC0601,PC-9066,http://indeed.com/WboUhagvat1680703797.html
1,0,1297123200,FSC0601,PC-9066,http://indeed.com/WboUhagvat1680703797.html
1,0,1297123200,FSC0601,PC-9066,http://jobhuntersbible.com/WboUhagvat1258877042.aspx
1,0,1297123200,FSC0601,PC-9066,http://craigslist.org/WboUhagvat1105403916.aspx
1,0,1297123200,FSC0601,PC-9066,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1297209600,FSC0601,PC-9066,http://jobhuntersbible.com/WboUhagvat1258877042.aspx
1,1,1297209600,FSC0601,PC-9066,ALM5@raytheon.com
1,0,1297209600,FSC0601,PC-9066,http://yahoo.com/hotjobs/WboUhagvat752138490.php
1,0,1297209600,FSC0601,PC-9066,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1297209600,FSC0601,PC-9066,http://indeed.com/WboUhagvat1680703797.html
1,0,1297209600,FSC0601,PC-9066,http://craigslist.org/WboUhagvat1105403916.aspx
1,0,1297209600,FSC0601,PC-9066,http://careerbuilder.com/WboUhagvat660170997.htm
1,0,1297209600,FSC0601,PC-9066,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1297209600,FSC0601,PC-9066,http://northropgrumman.com/WboUhagvat572113271.aspx
1,0,1297209600,FSC0601,PC-9066,http://indeed.com/WboUhagvat1680703797.html
1,0,1297209600,FSC0601,PC-9066,http://boeing.com/WboUhagvat1904327536.htm
1,0,1297296000,FSC0601,PC-9066,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1297382400,FSC0601,PC-9066,http://boeing.com/WboUhagvat1904327536.htm
1,0,1297382400,FSC0601,PC-9066,http://careerbuilder.com/WboUhagvat660170997.htm
1,0,1297382400,FSC0601,PC-9066,http://hp.com/WboUhagvat1944152218.jsp
1,0,1297382400,FSC0601,PC-9066,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1297641600,FSC0601,PC-9066,http://careerbuilder.com/WboUhagvat660170997.htm
1,0,1297641600,FSC0601,PC-9066,http://simplyhired.com/WboUhagvat57469130.jsp
1,0,1297641600,FSC0601,PC-9066,http://careerbuilder.com/WboUhagvat660170997.htm
1,0,1297641600,FSC0601,PC-9066,http://indeed.com/WboUhagvat1680703797.html
1,0,1297728000,FSC0601,PC-9066,http://craigslist.org/WboUhagvat1105403916.aspx
1,0,1297728000,FSC0601,PC-9066,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1297728000,FSC0601,PC-9066,http://harris.com/WboUhagvat1919385663.htm
1,0,1297728000,FSC0601,PC-9066,http://craigslist.org/WboUhagvat1105403916.aspx
1,0,1297814400,FSC0601,PC-9066,http://hp.com/WboUhagvat1944152218.jsp
1,0,1297814400,FSC0601,PC-9066,http://indeed.com/WboUhagvat1680703797.html
1,0,1297814400,FSC0601,PC-9066,http://simplyhired.com/WboUhagvat57469130.jsp
1,0,1297814400,FSC0601,PC-9066,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1297814400,FSC0601,PC-9066,http://jobhuntersbible.com/WboUhagvat1258877042.aspx
1,0,1297814400,FSC0601,PC-9066,http://linkedin.com/WboUhagvat1479839504.aspx
1,0,1297814400,FSC0601,PC-9066,http://lockheedmartin.com/WboUhagvat1636367808.htm
1,1,1297814400,FSC0601,PC-9066,ALM5@raytheon.com
1,0,1297900800,FSC0601,PC-9066,http://lockheedmartin.com/WboUhagvat1636367808.htm
1,0,1297900800,FSC0601,PC-9066,http://simplyhired.com/WboUhagvat57469130.jsp
1,0,1297900800,FSC0601,PC-9066,http://northropgrumman.com/WboUhagvat572113271.aspx
1,0,1297900800,FSC0601,PC-9066,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1297900800,FSC0601,PC-9066,http://careerbuilder.com/WboUhagvat660170997.htm
1,0,1297900800,FSC0601,PC-9066,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1297900800,FSC0601,PC-9066,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,2,1298332800,FSC0601,PC-9066,Connect
1,2,1298332800,FSC0601,PC-9066,Disconnect
1,2,1298332800,FSC0601,PC-9066,Connect
1,2,1298332800,FSC0601,PC-9066,Disconnect
1,2,1298332800,FSC0601,PC-9066,Connect
1,2,1298332800,FSC0601,PC-9066,Disconnect
1,2,1298332800,FSC0601,PC-9066,Connect
1,2,1298332800,FSC0601,PC-9066,Disconnect
1,2,1298332800,FSC0601,PC-9066,Connect
1,2,1298332800,FSC0601,PC-9066,Disconnect
1,1,1299110400,FSC0601,PC-9066,Winter.Veda.Burks@dtaa.com
1,2,1299110400,FSC0601,PC-9066,Connect
1,2,1299110400,FSC0601,PC-9066,Disconnect
1,2,1299110400,FSC0601,PC-9066,Connect
1,2,1299110400,FSC0601,PC-9066,Disconnect
1,2,1299110400,FSC0601,PC-9066,Connect
1,2,1299110400,FSC0601,PC-9066,Disconnect
1,2,1299110400,FSC0601,PC-9066,Connect
1,2,1299110400,FSC0601,PC-9066,Disconnect
1,2,1299110400,FSC0601,PC-9066,Connect
1,2,1299110400,FSC0601,PC-9066,Disconnect
1,2,1299110400,FSC0601,PC-9066,Connect
1,2,1299110400,FSC0601,PC-9066,Disconnect
1,2,1299110400,FSC0601,PC-9066,Connect
1,2,1299110400,FSC0601,PC-9066,Disconnect
1,2,1299110400,FSC0601,PC-9066,Connect
1,2,1299110400,FSC0601,PC-9066,Disconnect
1,2,1299196800,FSC0601,PC-9066,Connect
1,2,1299196800,FSC0601,PC-9066,Disconnect
1,2,1299196800,FSC0601,PC-9066,Connect
1,2,1299196800,FSC0601,PC-9066,Disconnect
1,2,1299196800,FSC0601,PC-9066,Connect
1,2,1299196800,FSC0601,PC-9066,Disconnect
1,2,1299196800,FSC0601,PC-9066,Connect
1,2,1299196800,FSC0601,PC-9066,Disconnect
1,2,1299196800,FSC0601,PC-9066,Connect
1,2,1299196800,FSC0601,PC-9066,Disconnect
1,2,1299456000,FSC0601,PC-9066,Connect
1,2,1299456000,FSC0601,PC-9066,Disconnect
1,2,1299456000,FSC0601,PC-9066,Connect
1,2,1299456000,FSC0601,PC-9066,Disconnect
1,2,1299456000,FSC0601,PC-9066,Connect
1,2,1299456000,FSC0601,PC-9066,Disconnect
1,2,1299456000,FSC0601,PC-9066,Connect
1,2,1299456000,FSC0601,PC-9066,Disconnect
1,2,1299456000,FSC0601,PC-9066,Connect
1,2,1299456000,FSC0601,PC-9066,Disconnect
1,2,1299456000,FSC0601,PC-9066,Connect
1,2,1299456000,FSC0601,PC-9066,Disconnect
1,2,1299456000,FSC0601,PC-9066,Connect
1,2,1299456000,FSC0601,PC-9066,Disconnect
1,2,1299628800,FSC0601,PC-9066,Connect
1,2,1299628800,FSC0601,PC-9066,Disconnect
1,2,1299628800,FSC0601,PC-9066,Connect
1,2,1299628800,FSC0601,PC-9066,Disconnect
1,2,1299628800,FSC0601,PC-9066,Connect
1,2,1299628800,FSC0601,PC-9066,Disconnect
1,2,1299628800,FSC0601,PC-9066,Connect
1,2,1299628800,FSC0601,PC-9066,Disconnect
1,2,1299628800,FSC0601,PC-9066,Connect
1,2,1299628800,FSC0601,PC-9066,Disconnect
1,2,1299628800,FSC0601,PC-9066,Connect
1,2,1299628800,FSC0601,PC-9066,Disconnect
1,2,1299628800,FSC0601,PC-9066,Connect
1,2,1299628800,FSC0601,PC-9066,Disconnect
1,2,1300320000,FSC0601,PC-9066,Connect
1,2,1300320000,FSC0601,PC-9066,Disconnect
1,2,1300320000,FSC0601,PC-9066,Connect
1,2,1300320000,FSC0601,PC-9066,Disconnect
1,2,1300320000,FSC0601,PC-9066,Connect
1,2,1300320000,FSC0601,PC-9066,Disconnect
1,2,1300320000,FSC0601,PC-9066,Connect
1,2,1300320000,FSC0601,PC-9066,Disconnect
1,2,1300320000,FSC0601,PC-9066,Connect
1,2,1300320000,FSC0601,PC-9066,Disconnect
1,0,1297641600,HBO0413,PC-7384,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1297641600,HBO0413,PC-7384,http://boeing.com/WboUhagvat1904327536.htm
1,0,1297641600,HBO0413,PC-7384,http://harris.com/WboUhagvat1919385663.htm
1,0,1297641600,HBO0413,PC-7384,http://lockheedmartin.com/WboUhagvat1636367808.htm
1,0,1297641600,HBO0413,PC-7384,http://northropgrumman.com/WboUhagvat572113271.aspx
1,0,1297641600,HBO0413,PC-7384,http://jobhuntersbible.com/WboUhagvat1258877042.aspx
1,0,1297641600,HBO0413,PC-7384,http://boeing.com/WboUhagvat1904327536.htm
1,0,1297641600,HBO0413,PC-7384,http://linkedin.com/WboUhagvat1479839504.aspx
1,0,1297641600,HBO0413,PC-7384,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1297728000,HBO0413,PC-7384,http://monster.com/WboUhagvat1180707852.html
1,0,1297728000,HBO0413,PC-7384,http://yahoo.com/hotjobs/WboUhagvat752138490.php
1,0,1297728000,HBO0413,PC-7384,http://hp.com/WboUhagvat1944152218.jsp
1,0,1297728000,HBO0413,PC-7384,http://linkedin.com/WboUhagvat1479839504.aspx
1,0,1297728000,HBO0413,PC-7384,http://jobhuntersbible.com/WboUhagvat1258877042.aspx
1,0,1297728000,HBO0413,PC-7384,http://jobhuntersbible.com/WboUhagvat1258877042.aspx
1,0,1297728000,HBO0413,PC-7384,http://boeing.com/WboUhagvat1904327536.htm
1,0,1297728000,HBO0413,PC-7384,http://careerbuilder.com/WboUhagvat660170997.htm
1,0,1297814400,HBO0413,PC-7384,http://job-hunt.org/WboUhagvat919122234.html
1,0,1297814400,HBO0413,PC-7384,http://hp.com/WboUhagvat1944152218.jsp
1,0,1297814400,HBO0413,PC-7384,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1297814400,HBO0413,PC-7384,http://craigslist.org/WboUhagvat1105403916.aspx
1,1,1297900800,HBO0413,PC-7384,Aphrodite_B_Case@raytheon.com
1,1,1297900800,HBO0413,PC-7384,Aphrodite_B_Case@raytheon.com
1,0,1297900800,HBO0413,PC-7384,http://harris.com/WboUhagvat1919385663.htm
1,0,1297900800,HBO0413,PC-7384,http://job-hunt.org/WboUhagvat919122234.html
1,0,1297900800,HBO0413,PC-7384,http://linkedin.com/WboUhagvat1479839504.aspx
1,1,1297900800,HBO0413,PC-7384,Aphrodite_B_Case@raytheon.com
1,0,1297900800,HBO0413,PC-7384,http://linkedin.com/WboUhagvat1479839504.aspx
1,0,1297900800,HBO0413,PC-7384,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1297900800,HBO0413,PC-7384,http://linkedin.com/WboUhagvat1479839504.aspx
1,0,1297900800,HBO0413,PC-7384,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1297987200,HBO0413,PC-7384,http://craigslist.org/WboUhagvat1105403916.aspx
1,0,1297987200,HBO0413,PC-7384,http://simplyhired.com/WboUhagvat57469130.jsp
1,0,1297987200,HBO0413,PC-7384,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1298246400,HBO0413,PC-7384,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1298246400,HBO0413,PC-7384,http://craigslist.org/WboUhagvat1105403916.aspx
1,0,1298246400,HBO0413,PC-7384,http://job-hunt.org/WboUhagvat919122234.html
1,0,1298246400,HBO0413,PC-7384,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1298246400,HBO0413,PC-7384,http://careerbuilder.com/WboUhagvat660170997.htm
1,0,1298246400,HBO0413,PC-7384,http://northropgrumman.com/WboUhagvat572113271.aspx
1,0,1298246400,HBO0413,PC-7384,http://indeed.com/WboUhagvat1680703797.html
1,0,1298246400,HBO0413,PC-7384,http://jobhuntersbible.com/WboUhagvat1258877042.aspx
1,0,1298332800,HBO0413,PC-7384,http://yahoo.com/hotjobs/WboUhagvat752138490.php
1,0,1298332800,HBO0413,PC-7384,http://careerbuilder.com/WboUhagvat660170997.htm
1,0,1298332800,HBO0413,PC-7384,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1298332800,HBO0413,PC-7384,http://harris.com/WboUhagvat1919385663.htm
1,0,1298332800,HBO0413,PC-7384,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1298332800,HBO0413,PC-7384,http://yahoo.com/hotjobs/WboUhagvat752138490.php
1,1,1298332800,HBO0413,PC-7384,Aphrodite_B_Case@raytheon.com
1,0,1298332800,HBO0413,PC-7384,http://yahoo.com/hotjobs/WboUhagvat752138490.php
1,0,1298332800,HBO0413,PC-7384,http://harris.com/WboUhagvat1919385663.htm
1,1,1298332800,HBO0413,PC-7384,Aphrodite_B_Case@raytheon.com
1,0,1298332800,HBO0413,PC-7384,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1298419200,HBO0413,PC-7384,http://hp.com/WboUhagvat1944152218.jsp
1,0,1298419200,HBO0413,PC-7384,http://boeing.com/WboUhagvat1904327536.htm
1,0,1298419200,HBO0413,PC-7384,http://craigslist.org/WboUhagvat1105403916.aspx
1,0,1298419200,HBO0413,PC-7384,http://simplyhired.com/WboUhagvat57469130.jsp
1,0,1298419200,HBO0413,PC-7384,http://lockheedmartin.com/WboUhagvat1636367808.htm
1,0,1298419200,HBO0413,PC-7384,http://northropgrumman.com/WboUhagvat572113271.aspx
1,0,1298419200,HBO0413,PC-7384,http://careerbuilder.com/WboUhagvat660170997.htm
1,0,1298419200,HBO0413,PC-7384,http://craigslist.org/WboUhagvat1105403916.aspx
1,0,1298505600,HBO0413,PC-7384,http://monster.com/WboUhagvat1180707852.html
1,1,1298592000,HBO0413,PC-7384,Aphrodite_B_Case@raytheon.com
1,1,1298592000,HBO0413,PC-7384,Aphrodite_B_Case@raytheon.com
1,0,1298592000,HBO0413,PC-7384,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1298592000,HBO0413,PC-7384,http://lockheedmartin.com/WboUhagvat1636367808.htm
1,0,1298592000,HBO0413,PC-7384,http://careerbuilder.com/WboUhagvat660170997.htm
1,0,1298592000,HBO0413,PC-7384,http://linkedin.com/WboUhagvat1479839504.aspx
1,1,1298592000,HBO0413,PC-7384,Aphrodite_B_Case@raytheon.com
1,0,1298851200,HBO0413,PC-7384,http://jobhuntersbible.com/WboUhagvat1258877042.aspx
1,0,1298851200,HBO0413,PC-7384,http://boeing.com/WboUhagvat1904327536.htm
1,0,1298851200,HBO0413,PC-7384,http://careerbuilder.com/WboUhagvat660170997.htm
1,0,1298851200,HBO0413,PC-7384,http://linkedin.com/WboUhagvat1479839504.aspx
1,0,1298851200,HBO0413,PC-7384,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1298851200,HBO0413,PC-7384,http://northropgrumman.com/WboUhagvat572113271.aspx
1,0,1298937600,HBO0413,PC-7384,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1298937600,HBO0413,PC-7384,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1298937600,HBO0413,PC-7384,http://craigslist.org/WboUhagvat1105403916.aspx
1,0,1299024000,HBO0413,PC-7384,http://lockheedmartin.com/WboUhagvat1636367808.htm
1,0,1299024000,HBO0413,PC-7384,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1299024000,HBO0413,PC-7384,http://indeed.com/WboUhagvat1680703797.html
1,0,1299024000,HBO0413,PC-7384,http://monster.com/WboUhagvat1180707852.html
1,0,1299024000,HBO0413,PC-7384,http://indeed.com/WboUhagvat1680703797.html
1,0,1299024000,HBO0413,PC-7384,http://indeed.com/WboUhagvat1680703797.html
1,0,1299024000,HBO0413,PC-7384,http://indeed.com/WboUhagvat1680703797.html
1,0,1299110400,HBO0413,PC-7384,http://careerbuilder.com/WboUhagvat660170997.htm
1,0,1299110400,HBO0413,PC-7384,http://raytheon.com/WboUhagvat343187784.jsp
1,1,1299110400,HBO0413,PC-7384,Aphrodite_B_Case@raytheon.com
1,0,1299110400,HBO0413,PC-7384,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1299110400,HBO0413,PC-7384,http://craigslist.org/WboUhagvat1105403916.aspx
1,0,1299110400,HBO0413,PC-7384,http://linkedin.com/WboUhagvat1479839504.aspx
1,0,1299110400,HBO0413,PC-7384,http://harris.com/WboUhagvat1919385663.htm
1,0,1299110400,HBO0413,PC-7384,http://boeing.com/WboUhagvat1904327536.htm
1,0,1299110400,HBO0413,PC-7384,http://indeed.com/WboUhagvat1680703797.html
1,0,1299110400,HBO0413,PC-7384,http://boeing.com/WboUhagvat1904327536.htm
1,0,1299196800,HBO0413,PC-7384,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1299196800,HBO0413,PC-7384,http://job-hunt.org/WboUhagvat919122234.html
1,0,1299196800,HBO0413,PC-7384,http://yahoo.com/hotjobs/WboUhagvat752138490.php
1,0,1299196800,HBO0413,PC-7384,http://northropgrumman.com/WboUhagvat572113271.aspx
1,0,1299196800,HBO0413,PC-7384,http://simplyhired.com/WboUhagvat57469130.jsp
1,1,1299196800,HBO0413,PC-7384,Aphrodite_B_Case@raytheon.com
1,0,1299196800,HBO0413,PC-7384,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1299196800,HBO0413,PC-7384,http://simplyhired.com/WboUhagvat57469130.jsp
1,0,1299196800,HBO0413,PC-7384,http://jobhuntersbible.com/WboUhagvat1258877042.aspx
1,0,1299456000,HBO0413,PC-7384,http://indeed.com/WboUhagvat1680703797.html
1,0,1299456000,HBO0413,PC-7384,http://boeing.com/WboUhagvat1904327536.htm
1,0,1299456000,HBO0413,PC-7384,http://harris.com/WboUhagvat1919385663.htm
1,0,1299456000,HBO0413,PC-7384,http://monster.com/WboUhagvat1180707852.html
1,0,1299456000,HBO0413,PC-7384,http://linkedin.com/WboUhagvat1479839504.aspx
1,0,1299456000,HBO0413,PC-7384,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1299542400,HBO0413,PC-7384,http://jobhuntersbible.com/WboUhagvat1258877042.aspx
1,0,1299542400,HBO0413,PC-7384,http://boeing.com/WboUhagvat1904327536.htm
1,0,1299542400,HBO0413,PC-7384,http://simplyhired.com/WboUhagvat57469130.jsp
1,1,1299628800,HBO0413,PC-7384,Aphrodite_B_Case@raytheon.com
1,0,1299628800,HBO0413,PC-7384,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1299628800,HBO0413,PC-7384,http://job-hunt.org/WboUhagvat919122234.html
1,0,1299628800,HBO0413,PC-7384,http://jobhuntersbible.com/WboUhagvat1258877042.aspx
1,1,1299628800,HBO0413,PC-7384,Aphrodite_B_Case@raytheon.com
1,1,1299628800,HBO0413,PC-7384,Aphrodite_B_Case@raytheon.com
1,0,1299628800,HBO0413,PC-7384,http://careerbuilder.com/WboUhagvat660170997.htm
1,0,1299715200,HBO0413,PC-7384,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1299715200,HBO0413,PC-7384,http://job-hunt.org/WboUhagvat919122234.html
1,0,1299801600,HBO0413,PC-7384,http://yahoo.com/hotjobs/WboUhagvat752138490.php
1,0,1299801600,HBO0413,PC-7384,http://raytheon.com/WboUhagvat343187784.jsp
1,0,1299801600,HBO0413,PC-7384,http://aol.com/jobs/WboUhagvat1963819229.jsp
1,0,1299801600,HBO0413,PC-7384,http://job-hunt.org/WboUhagvat919122234.html
1,0,1299801600,HBO0413,PC-7384,http://lockheedmartin.com/WboUhagvat1636367808.htm
1,0,1299801600,HBO0413,PC-7384,http://linkedin.com/WboUhagvat1479839504.aspx
1,0,1299801600,HBO0413,PC-7384,http://job-hunt.org/WboUhagvat919122234.html
1,0,1299801600,HBO0413,PC-7384,http://monster.com/WboUhagvat1180707852.html
1,1,1300060800,HBO0413,PC-7384,Aphrodite_B_Case@raytheon.com
1,1,1300060800,HBO0413,PC-7384,Aphrodite_B_Case@raytheon.com
